,sd_values,mean_values,CV_values,Gene_Name,LeftEnd,Protein,Function,Description
b4015,1.594360199,10.84537371,0.147008323,aceA,4217109,isocitrate lyase,Enzyme; Central intermediary metabolism: Glyoxylate bypass,"Isocitrate lyase, acetate utilization, glyoxylate shunt; tetrameric"
b4016,0.9462808490000001,8.679493292,0.109024895,aceK,4218596,isocitrate dehydrogenase kinase/phosphatase,Enzyme; Central intermediary metabolism: Glyoxylate bypass,Isocitrate dehydrogenase kinase/phosphatase
b4017,1.123870151,6.2672244610000005,0.17932502,arpA,4220301,ankyrin repeat protein,Null,"Ankyrin repeat protein, function unknown"
b4018,0.612807255,9.877669119,0.062039662,iclR,4222804,transcriptional repressor,Regulator; Central intermediary metabolism: Glyoxylate bypass,Repressor of aceBA operon
b4019,0.585532096,9.365740237,0.062518507,metH,4223828,"homocysteine-N5-methyltetrahydrofolate transmethylase, B12-dependent",Enzyme; Amino acid biosynthesis: Methionine,"Methionine synthase, cobalamin-dependent; 5-methyltetrahydrofolate-homocysteine methyltransferase; binds Zn(II)"
b4020,0.467541586,8.494393297,0.055041198,yjbB,4227731,putative Na+/Pi-cotransporter,Phenotype; Not classified,Probable Na+/Pi-cotransporter
b4021,0.647137186,9.418466215,0.068709402,pepE,4229453,"peptidase E, alpha-aspartyl dipeptidase","Enzyme; Degradation of proteins, peptides, glyco","Peptidase E, alpha-aspartyl dipeptidase"
b4022,0.681050653,9.132510447000001,0.074574309,rluF,4230354,23S rRNA pseudouridine(2604) synthase,Enzyme; rRNA modification,23S rRNA pseudouridine(2604) synthase
b4023,0.858912465,9.772340292,0.087892198,yjbD,4231359,DUF3811 family protein,Null,"DUF3811 family protein, function unknown"
b4024,1.1972184240000001,8.843036502,0.135385444,lysC,4231884,lysine-sensitive aspartokinase 3,Enzyme; Amino acid biosynthesis: Lysine,Lysine-sensitive aspartokinase 3
b4025,0.802041248,10.80602995,0.07422163799999999,pgi,4233758,glucosephosphate isomerase,"Enzyme; Energy metabolism, carbon: Glycolysis",Glucose-6-phosphate isomerase
b4026,0.684006598,8.923940803999999,0.076648491,yjbE,4235906,extracellular polysaccharide production threonine-rich protein,Null,Threonine-rich protein; required to make novel extracellular polysaccharide
b4027,0.7532167879999999,8.907594447000001,0.084558945,yjbF,4236262,extracellular polysaccharide production lipoprotein,Null,Lipoprotein required to make novel extracellular polysaccharide
b4028,1.175763952,7.816098114,0.150428505,yjbG,4236897,extracellular polysaccharide export OMA protein,Null,Extracellular polysaccharide export OMA protein
b4029,0.546620501,8.33744858,0.065562084,yjbH,4237634,DUF940 family extracellular polysaccharide protein,Null,DUF940 family protein; required to make novel extracellular polysaccharide
b4030,0.82281136,8.400974437999999,0.09794237199999999,psiE,4240325,phosphate starvation inducible protein,Null,"Pho regulon, regulated by phoB and cAMP"
b4031,0.894145282,8.96935674,0.099688897,xylE,4240779,D-xylose transporter,"Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols",Xylose/H+ symporter
b4032,0.865181812,9.314544361,0.092885039,malG,4242626,maltose transporter subunit,"Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols","Maltose transport complex, inner membrane-spanning subunit"
b4033,0.9031538459999999,9.515733744,0.094911635,malF,4243531,maltose transporter subunit,"Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols","Maltose transport complex, inner membrane-spanning subunit"
b4034,1.358184734,10.58607932,0.12829912699999999,malE,4245229,maltose transporter subunit,"Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols","Maltose-binding protein, periplasmic; MBP; substrate recognition for active transport of and chemotaxis toward maltose and maltodextrin"
b4035,1.352722995,9.752220521,0.13870923,malK,4246784,maltose ABC transportor ATPase,"Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols","Maltose transport complex, ATP-binding subunit"
b4036,1.321314602,10.19194163,0.12964307,lamB,4247971,maltose outer membrane porin (maltoporin),"IS, phage, Tn; Transport of small molecules: Carbohydrates, organic acids, alcohols","Maltoporin, maltose high-affinity uptake system; phage lambda receptor protein"
b4037,1.033368874,9.525688151,0.10848233300000001,malM,4249554,maltose regulon periplasmic protein,Phenotype; Degradation of small molecules: Carbon compounds,"Periplasmic protein in malK operon, function unknown"
b4038,1.458753257,5.505160772000001,0.264979229,yjbI,4250703,"pseudogene, SopA-related, pentapeptide repeats-containing",Null,"Pseudogene reconstruction, SopA-related, pentapeptide repeats"
b4039,0.603841199,10.30349714,0.058605461,ubiC,4252506,chorismate--pyruvate lyase,"Enzyme; Biosynthesis of cofactors, carriers: Menaquinone, ubiquinone",Chorismate--pyruvate lyase
b4040,0.6140396779999999,9.33118458,0.065805115,ubiA,4253016,p-hydroxybenzoate octaprenyltransferase,"Enzyme; Biosynthesis of cofactors, carriers: Menaquinone, ubiquinone",4-Hydroxybenzoate polyprenyltransferase
b4041,0.499699124,9.919730292,0.050374265,plsB,4254043,glycerol-3-phosphate O-acyltransferase,"Enzyme; Macromolecule synthesis, modification: Phospholipids",Glycerol-3-phosphate acyltransferase
b4042,0.406953876,9.953297502,0.040886337,dgkA,4256637,diacylglycerol kinase,Enzyme; Fatty acid and phosphatidic acid biosynthesis,Diacylglycerol kinase
b4043,1.04009405,10.02965055,0.103701923,lexA,4257115,transcriptional repressor of SOS regulon,Regulator; Global regulatory functions,Global regulator (repressor) for SOS regulon; dimeric
b4044,0.886968043,8.921660009,0.099417378,dinF,4257742,oxidative stress resistance protein; putative MATE family efflux pump; UV and mitomycin C inducible protein,"Factor; DNA - replication, repair, restriction/modification",Oxidative stress resistance protein; predicted MATE family efflux pump; UV and mitomycin C inducible
b4045,1.49365231,10.48959104,0.14239376,yjbJ,4259237,"stress-induced protein, UPF0337 family",Null,"Stress-induced protein, UPF0337 family, function unknown"
b4046,1.095189233,8.515365078,0.128613303,zur,4259488,"transcriptional repressor, Zn(II)-binding",Putative regulator; Not classified,"Repressor for znuABC, the zinc high-affinity transport genes; dimer; binds two Zn(II) ions per monomer"
b4047,0.8138476379999999,5.2011461919999995,0.156474671,yjbL,4260321,uncharacterized protein,Null,Function unknown
b4048,1.4444317580000001,5.996183553,0.240891852,yjbM,4260599,uncharacterized protein,Null,Function unknown
b4049,0.479310973,9.57775589,0.050044184000000005,dusA,4261669,tRNA-dihydrouridine synthase A,Enzyme; tRNA modification,tRNA-dihydrouridine synthase A
b4050,0.822172797,8.524418393,0.09644913699999999,pspG,4262840,phage shock protein G,Null,"Effector of phage shock response; over expression reduces motility, function unknown"
b4051,0.901543951,9.488982361,0.095009551,qorA,4263248,"quinone oxidoreductase, NADPH-dependent","Enzyme; Energy metabolism, carbon: Electron transport","Quinone oxidoreductase A, NADPH dependent"
b4052,0.609002388,10.45588196,0.058244955999999994,dnaB,4264314,replicative DNA helicase,"Factor; DNA - replication, repair, restriction/modification",Replicative DNA helicase; DNA-dependent ATPase involved in DNA synthesis; binds DNA contrahelicase termination protein Tus at Ter sites; possibly involved in DNA recombination
b4053,0.542401196,9.471423406,0.057267125999999995,alr,4265782,"alanine racemase, biosynthetic, PLP-binding",Enzyme; Amino acid biosynthesis: Alanine,"Alanine racemase, biosynthetic, PLP-binding"
b4054,0.680084895,9.851298425,0.069035052,tyrB,4267114,"tyrosine aminotransferase, tyrosine-repressible, PLP-dependent",Enzyme; Amino acid biosynthesis: Tyrosine,Tyrosine aminotransferase; aromatic amino acid aminotransferase; phenylalanine aminotransferase; dicarboxylic amino acid aminotransferase; homodimeric
b4055,0.991564873,9.784938429,0.10133583199999999,aphA,4269414,"acid phosphatase/phosphotransferase, class B, non-specific",Enzyme; Central intermediary metabolism: Nucleotide hydrolysis,"Acid phosphatase, periplasmic, class B, nucleotidase; active on 3'- and 5'-mononucleotides and monodeoxynucleotides; glucose-repressed; monomeric"
b4056,0.790503752,10.09483086,0.078307776,yjbQ,4270238,thiamine phosphate synthase,Null,Multicopy suppressor of thiE and pdxB; weak thiamine phosphate synthase activity
b4057,0.638896812,9.556418169,0.066855259,yjbR,4270658,DUF419 family protein,Null,"DUF419 family protein, function unknown"
b4058,1.115079369,9.28954616,0.120035936,uvrA,4271049,ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC,"Enzyme; DNA - replication, repair, restriction/modification",Excision nuclease subunit A; nucleotide excision repair of UV damage to DNA; LexA regulon; binds Zn(II)
b4059,0.573493929,10.62252223,0.053988489,ssb,4274125,single-stranded DNA-binding protein,"Factor; DNA - replication, repair, restriction/modification",Single-stranded DNA-binding protein; alkali-inducible; homotetramer
b4060,1.0289800709999999,8.63111521,0.119217511,yjcB,4274760,putative inner membrane protein,Null,"Putative inner membrane protein, function unknown"
b4061,0.6219039670000001,8.85957242,0.07019570900000001,yjcC,4275471,putative membrane-anchored cyclic-di-GMP phosphodiesterase,Null,Predicted membrane-anchored cyclic-di-GMP phosphodiesterase
b4062,1.307614135,9.989349164,0.130900834,soxS,4277060,superoxide response regulon transcriptional activator; autoregulator,Regulator; Global regulatory functions,Global transcription regulator for superoxide response; AraC family
b4063,0.775275655,9.108534173999999,0.085115304,soxR,4277469,redox-sensitive transcriptional activator of soxS; autorepressor,Regulator; Global regulatory functions,Redox-sensitive transcriptional activator for soxS; AraC family
b4064,0.636965479,9.392669352,0.067815171,ghxP,4278479,"guanine/hypoxanthine permease, high affinity; guanine/hypoxanthine:H+ symporter","Transport; Transport of small molecules: Nucleosides, purines, pyrimidines","Guanine/hypoxanthine permease, high affinity"
b4065,0.581936741,9.1401649,0.063668079,yjcE,4279980,putative cation/proton antiporter,Null,"Function unknown; similar to eukaryotic Na+/H+ exchangers, but not involved in Na+ extrusion"
b4066,1.7465383319999999,6.241750571,0.27981546399999996,yjcF,4281783,pentapeptide repeats protein,Null,"Pentapeptide repeats protein, function unknown"
b4067,1.0909210329999999,8.537146877,0.127785201,actP,4283253,acetate transporter,Null,Acetate permease
b4068,1.403593667,8.041016466,0.17455425800000002,yjcH,4284899,DUF485 family inner membrane protein,Null,"Inner membrane protein, DUF485 family, function unknown"
b4069,1.404852629,9.519793479,0.147571755,acs,4285413,acetyl-CoA synthetase,Enzyme; Fatty acid and phosphatidic acid biosynthesis,"Acetyl CoA synthase, acetate-scavenging enzyme, improves carbon starvation survival"
b4070,0.793109134,9.36949521,0.084648011,nrfA,4287764,"nitrite reductase, formate-dependent, cytochrome","Carrier; Energy metabolism, carbon: Electron transport","Cytochrome c nitrite reductase, cytochrome c552, periplasmic; formate-dependent; required for NO synthesis"
b4071,1.199174524,8.673331854,0.138259961,nrfB,4289245,"nitrite reductase, formate-dependent, penta-heme cytochrome c","Enzyme; Energy metabolism, carbon: Anaerobic respiration","Cytochrome c nitrite reductase, pentaheme cytochrome, periplasmic; formate-dependent; required for NO synthesis"
b4072,1.167216305,8.378807525,0.139305779,nrfC,4289808,"formate-dependent nitrite reductase, 4Fe4S subunit","Enzyme; Energy metabolism, carbon: Anaerobic respiration","Formate-dependent nitrite reduction; nonheme FE-S protein, ferredoxin-like"
b4073,0.5980477710000001,9.163770356,0.065262195,nrfD,4290476,"formate-dependent nitrite reductase, membrane subunit","Enzyme; Energy metabolism, carbon: Anaerobic respiration",Formate-dependent nitrite reduction; transmembrane protein similar to QOR
b4074,0.7888137559999999,8.154880242,0.09672904199999999,nrfE,4291512,"heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfE","Enzyme; Energy metabolism, carbon: Anaerobic respiration",Required for NrfA maturation; NrfEFG heme lyase complex; formate-dependent nitrite reduction
b4075,0.574494474,8.39109595,0.06846477200000001,nrfF,4293163,"heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfF","Enzyme; Energy metabolism, carbon: Anaerobic respiration",Required for NrfA maturation; NrfEFG heme lyase complex; formate-dependent nitrite reduction
b4076,0.90481749,7.826292196,0.115612536,nrfG,4293543,"heme lyase (NrfEFG) for insertion of heme into c552, subunit NrfG","Enzyme; Energy metabolism, carbon: Anaerobic respiration",Required for NrfA maturation; binds NrfA; NrfEFG heme lyase complex; formate-dependent nitrite reduction
b4077,0.8514125029999999,9.220243872000001,0.092341647,gltP,4294481,glutamate/aspartate:proton symporter,"Transport; Transport of small molecules: Amino acids, amines",Proton-glutamate-aspartate transport protein
b4078,0.5292303770000001,8.922361416000001,0.059315057000000004,yjcO,4296436,Sel1 family TPR-like repeat protein,Null,Sel1 family TPR-like repeat protein; function unknown
b4079,0.665142485,8.848782712,0.075167682,fdhF,4297219,"formate dehydrogenase-H, selenopolypeptide subunit","Enzyme; Energy metabolism, carbon: Anaerobic respiration","Formate dehydrogenase H, selenopeptide; molybdate-dependent, sulfur-dependent; part of FHL-1 and FHL-2 (formate hydrogenlyase) complexes"
b4080,0.626971925,8.705620196,0.072019214,mdtP,4299564,outer membrane factor of efflux pump,Orf; Not classified,"Outer membrane factor (OMF) of MdtNOP efflux pump; probable lipoprotein, Cys conserved; tolC homolog; mutants are sensitive to acriflavin and puromycin"
b4081,1.372976655,9.009768812999999,0.15238755699999998,mdtO,4301027,"membrane translocase (MDR) of MdtNOP efflux pump, PET family",Orf; Not classified,PET family membrane translocase (MDR) of MdtNOP efflux pump; mdtP mutants are sensitive to acriflavin and puromycin
b4082,0.83030403,8.341373995,0.09954043900000001,mdtN,4303078,membrane fusion protein of efflux pump,Putative membrane; Not classified,"Membrane fusion protein (MFP) of MdtNOP efflux pump, signal anchor; mdtP mutants are sensitive to acriflavin and puromycin"
b4083,0.9209376659999999,9.331673411,0.098689445,yjcS,4304612,putative alkylsulfatase; SDS catabolic enzyme,Putative enzyme; Not classified,Putative alkylsulfatase; SDS hydrolase; periplasmic
b4084,0.6829289759999999,8.988663744,0.075976696,alsK,4306870,D-allose kinase,Putative regulator; Not classified,D-allose kinase
b4085,0.672713865,8.732759877000001,0.077033363,alsE,4307783,allulose-6-phosphate 3-epimerase,Putative enzyme; Not classified,D-allulose-6-phosphate 3-epimerase
b4086,0.593704076,8.753744082,0.06782287299999999,alsC,4308489,D-allose ABC transporter permease,Putative transport; Not classified,D-allose ABC transporter permease
b4087,0.830149418,9.039078635,0.09184004800000001,alsA,4309448,D-allose ABC transporter ATPase,Putative transport; Not classified,D-allose ABC transporter ATPase
b4088,0.713478808,9.151406982000001,0.077963838,alsB,4311107,D-allose ABC transporter periplasmic binding protein,Putative regulator; Not classified,"D-allose-binding protein, periplasmic"
b4089,0.671219508,9.16769458,0.07321573599999999,alsR,4312101,d-allose-inducible als operon transcriptional repressor; autorepressor; repressor of rpiR,"Regulator; Central intermediary metabolism: Non-oxidative branch, pentose pathway",Repressor for als operon and rpiB; D-allose-inducible; autorepressor
b4090,0.6095308979999999,9.328167525,0.065343048,rpiB,4313350,ribose 5-phosphate isomerase B/allose 6-phosphate isomerase,"Enzyme; Central intermediary metabolism: Non-oxidative branch, pentose pathway",Ribose-5-phosphate isomerase B; allose-6-phosphate isomerase
